"";"dw08";"sex";"educ";"dw18";"dg10";"dw19c"
"2120";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"BRANDENBURG";"4 BIS 11 WOCHEN"
"2121";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2122";NA;"FRAU";"HOCHSCHULREIFE";NA;"BAYERN";NA
"2123";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"2124";NA;"MANN";"HOCHSCHULREIFE";NA;"EHEM. BERLIN-WEST";NA
"2125";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"2126";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"RHEINLAND-PFALZ";NA
"2127";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"SONSTIGES LAND";"26 BIS 51 WOCHEN"
"2128";NA;"MANN";"OHNE ABSCHLUSS";NA;"THUERINGEN";NA
"2129";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"2130";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"2131";NA;"MANN";"MITTLERE REIFE";NA;"EHEM. BERLIN-OST";NA
"2132";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"2133";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2134";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"MECKLENB.-VORPOMMERN";"26 BIS 51 WOCHEN"
"2135";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2136";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"2137";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"2138";NA;"MANN";"NOCH SCHUELER";NA;"NORDRHEIN-WESTFALEN";NA
"2139";NA;"FRAU";"MITTLERE REIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"2140";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"2141";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2142";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"SACHSEN";"52 BIS 103 WOCHEN"
"2143";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2144";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2145";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BREMEN";NA
"2146";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"2147";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"2148";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2149";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"12 BIS 25 WOCHEN"
"2150";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"2151";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2152";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2153";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"4 BIS 11 WOCHEN"
"2154";"BEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2155";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"2156";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"HAMBURG";NA
"2157";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"2158";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"2159";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"2160";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"2161";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"HESSEN";"4 BIS 11 WOCHEN"
"2162";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SAARLAND";NA
"2163";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"BRANDENBURG";"104 UND MEHR WOCHEN"
"2164";NA;"MANN";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"2165";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"THUERINGEN";"12 BIS 25 WOCHEN"
"2166";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"2167";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"RHEINLAND-PFALZ";NA
"2168";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"2169";NA;"MANN";"HOCHSCHULREIFE";NA;"BAYERN";NA
"2170";NA;"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"2171";NA;"FRAU";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"2172";NA;"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2173";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2174";NA;"MANN";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"2175";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2176";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"2177";"BEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"2178";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2179";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"52 BIS 103 WOCHEN"
"2180";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2181";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2182";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"HAMBURG";NA
"2183";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"EHEM. BERLIN-OST";NA
"2184";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2185";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"2186";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2187";NA;"FRAU";"HOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"2188";NA;"MANN";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"2189";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"2190";NA;"MANN";"HOCHSCHULREIFE";"JA";"BADEN-WUERTTEMBERG";"26 BIS 51 WOCHEN"
"2191";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"2192";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"2193";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"2194";NA;"MANN";"HOCHSCHULREIFE";NA;"HESSEN";NA
"2195";"BEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"2196";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"2197";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2198";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"MECKLENB.-VORPOMMERN";"26 BIS 51 WOCHEN"
"2199";NA;"MANN";"HOCHSCHULREIFE";NA;"BRANDENBURG";NA
"2200";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"HAMBURG";"UNTER 4 WOCHEN"
"2201";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2202";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"2203";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2204";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN";NA
"2205";NA;"FRAU";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"2206";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2207";"BEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"2208";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"12 BIS 25 WOCHEN"
"2209";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"BAYERN";NA
"2210";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2211";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"2212";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"2213";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"2214";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"2215";NA;"MANN";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2216";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"2217";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"EHEM. BERLIN-OST";NA
"2218";NA;"MANN";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"2219";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"2220";"BEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"JA";"NORDRHEIN-WESTFALEN";"4 BIS 11 WOCHEN"
"2221";NA;"FRAU";"MITTLERE REIFE";NA;"HAMBURG";NA
"2222";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2223";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2224";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2225";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"RHEINLAND-PFALZ";NA
"2226";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"2227";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2228";NA;"MANN";"HOCHSCHULREIFE";NA;"MECKLENB.-VORPOMMERN";NA
"2229";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2230";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"2231";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"2232";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"2233";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"SACHSEN";NA
"2234";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"BAYERN";"4 BIS 11 WOCHEN"
"2235";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2236";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"2237";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"HESSEN";NA
"2238";NA;"FRAU";"HOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"2239";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"2240";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"EHEM. BERLIN-OST";NA
"2241";NA;"MANN";"NOCH SCHUELER";NA;"NORDRHEIN-WESTFALEN";NA
"2242";NA;"FRAU";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"2243";NA;"MANN";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"2244";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"UNTER 4 WOCHEN"
"2245";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2246";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"2247";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"THUERINGEN";"26 BIS 51 WOCHEN"
"2248";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"2249";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"2250";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2251";NA;"MANN";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"2252";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"2253";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"2254";NA;"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"2255";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2256";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"2257";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2258";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"2259";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"EHEM. BERLIN-OST";"26 BIS 51 WOCHEN"
"2260";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"2261";NA;"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"2262";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HAMBURG";NA
"2263";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"2264";NA;"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2265";"BEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"2266";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"SCHLESWIG-HOLSTEIN";"104 UND MEHR WOCHEN"
"2267";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SAARLAND";"52 BIS 103 WOCHEN"
"2268";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"RHEINLAND-PFALZ";NA
"2269";NA;"MANN";"HOCHSCHULREIFE";NA;"RHEINLAND-PFALZ";NA
"2270";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"2271";NA;"FRAU";"MITTLERE REIFE";NA;"HAMBURG";NA
"2272";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2273";NA;"MANN";"HOCHSCHULREIFE";NA;"BAYERN";NA
"2274";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"2275";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SAARLAND";NA
"2276";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"2277";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2278";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2279";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2280";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"2281";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2282";NA;"MANN";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"2283";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"BRANDENBURG";"52 BIS 103 WOCHEN"
"2284";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2285";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2286";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"2287";NA;"MANN";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"2288";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"2289";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2290";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"2291";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"2292";NA;"FRAU";"MITTLERE REIFE";NA;"THUERINGEN";NA
"2293";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"2294";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"26 BIS 51 WOCHEN"
"2295";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"2296";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"RHEINLAND-PFALZ";NA
"2297";NA;"MANN";"HOCHSCHULREIFE";NA;"EHEM. BERLIN-OST";NA
"2298";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2299";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"2300";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"2301";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"SONSTIGES LAND";"4 BIS 11 WOCHEN"
"2302";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"2303";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"2304";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"2305";NA;"FRAU";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"2306";NA;"MANN";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"2307";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SAARLAND";NA
"2308";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"HAMBURG";NA
"2309";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"2310";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"2311";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN-ANHALT";"26 BIS 51 WOCHEN"
"2312";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"2313";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2314";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"2315";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"RHEINLAND-PFALZ";NA
"2316";NA;"FRAU";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"2317";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2318";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NIEDERSACHSEN";NA
"2319";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2320";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"2321";NA;"FRAU";"HOCHSCHULREIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"2322";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2323";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2324";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"2325";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"HESSEN";"26 BIS 51 WOCHEN"
"2326";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2327";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2328";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"HESSEN";NA
"2329";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2330";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"2331";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"2332";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"2333";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"2334";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"2335";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"2336";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2337";"BEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"JA";"SACHSEN-ANHALT";"104 UND MEHR WOCHEN"
"2338";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN";NA
"2339";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2340";NA;"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"2341";"BEFRISTET";"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2342";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SCHLESWIG-HOLSTEIN";NA
"2343";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"2344";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SAARLAND";NA
"2345";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"2346";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"2347";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"HESSEN";NA
"2348";NA;"MANN";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2349";NA;"MANN";"NOCH SCHUELER";NA;"NORDRHEIN-WESTFALEN";NA
"2350";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2351";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"2352";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"2353";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2354";NA;"FRAU";"HOCHSCHULREIFE";"JA";"THUERINGEN";"4 BIS 11 WOCHEN"
"2355";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"2356";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"2357";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"2358";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"BRANDENBURG";"26 BIS 51 WOCHEN"
"2359";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"2360";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"2361";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"2362";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"EHEM. BERLIN-OST";"104 UND MEHR WOCHEN"
"2363";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"SONSTIGES LAND";NA
"2364";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"2365";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"2366";NA;"FRAU";"HOCHSCHULREIFE";"JA";"BRANDENBURG";"52 BIS 103 WOCHEN"
"2367";NA;"MANN";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"2368";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"2369";NA;"FRAU";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2370";NA;"FRAU";"HOCHSCHULREIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"2371";NA;"MANN";"MITTLERE REIFE";NA;"FRUEHERE DT.OSTGEB.";NA
"2372";NA;"FRAU";"MITTLERE REIFE";NA;"EHEM. BERLIN-WEST";NA
"2373";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"2374";NA;"FRAU";"MITTLERE REIFE";NA;"EHEM. BERLIN-OST";NA
"2375";NA;"FRAU";"HOCHSCHULREIFE";NA;"BAYERN";NA
"2376";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"HESSEN";"26 BIS 51 WOCHEN"
"2377";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"HAMBURG";NA
"2378";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"2379";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"2380";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"2381";NA;"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NIEDERSACHSEN";NA
"2382";NA;"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"2383";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"2384";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
